,x,y,len
492,aebihcidbcgbcehdheedcefegcfigc,3,30
493,ebebdcefhgbbifbigddhfgeiiibied,3,30
494,dddagagbgeiafifcfcdffdabdfaicf,4,30
495,ebicefbifcecieceefehfceieccbig,3,30
496,gigffhheaidehhbbhefbidggicgded,0,30
497,fafiabcdbcggbdcfdeibeifdggfgfe,2,30
498,hgaaidgbebdgbfcgibbgeihbghbidh,0,30
499,aheibahcgegbheaebbibhbaideecbh,0,30
500,bcdaccgceihegggbheeddcheibhhef,2,30
501,hecgfgcdhcfefcifihhdbedghhedhh,2,30
502,cadbfihbaefccdebhgfeechcefbfif,3,30
503,eehcihddgddehddhdaidggebdgifdg,0,30
504,chibceaibcdiehbbchgdeifiheddif,1,30
505,ageaaiddgabifbhbcefihgiifbbecd,0,30
506,dcebbdciafdbbaefcddfeafcfaidbh,4,30
507,eabdbcaheegheicghebeeadeggcefe,3,30
508,bfhggaabafcfhecehgfcbcdbcfdede,2,30
509,bgibieghahiahfbfegaidcdbbfdcbg,0,30
510,idghgfbbcdchhcbiciddehebcecbif,1,30
511,eihhbhgbeiicefcdcegcbdbiebfgdh,3,30
512,chfeabcefeichbhbcfgifidcdceeff,3,30
513,edggcagdbefabcdfdhehgghfcfhggd,1,30
514,efgaidfehbfibgcdhgdcbbbieefbcc,0,30
515,egafbbffhibhcifceagiebgbcdhihh,1,30
516,bbhigbciedebcdififgcfaicghhchi,4,30
517,dacibcdbahigdfedhfhhbhdfhbfbef,1,30
518,hahhigabedbbahagdceaahfacdhceh,2,30
519,ifbhhdbhdcddheieffaiegecifbcge,4,30
520,egeehcgdafdaeabdbhcdbciiechfbd,2,30
521,aifbfhigcfidchhaccdgaeheefaide,4,30
522,achfeagiifeaacefefegfcdgbdhfhb,3,30
523,hcebaifadiifeediihchfahecdgchb,2,30
524,gcebegaidhibbdhbfhbcbechicdgef,0,30
525,eehabcfighhgfdbceihiihefecefdg,3,30
526,bcfhibbgfacagfiacigcgcgaidcidb,0,30
527,biagcagbcdcdhgbdbiggecdcbffbhg,1,30
528,hdhaiiibaecebeedhfgdbbhhcdachi,2,30
529,hbgbiibeabcdacdcdcedicgcgfeegg,2,30
530,idhcdddiieecaidfaibiihbhchbchd,0,30
531,bahcddcifigggidggibciefeegbdde,2,30
532,dcggfceaghcdhgheadfaidffhhiffh,4,30
533,biahacaebhaedececefbbchdiiedhi,3,30
534,bbdigcehcccdccgigfdbidhbihdfge,2,30
535,iacdcccffadhfieadcdbchbdicchhf,2,30
536,gbhdcadgbdfaifgegccefcfbdbfcfb,3,30
537,bhichaaididibbbhecfdgehfbceehf,0,30
538,dgbhffcdihfbdcfaidbcfeiiccchdf,4,30
539,hgiigbcifhabcddghedfgeiiidbgei,1,30
540,ehgaidehfhggecabcddhhefchiidfc,1,30
541,ibgcgdheaiccifdcbbbcdcihdfbecc,1,30
542,fefhfibfabeeddcefdchgbefcfbbcb,3,30
543,cfgddgbbbcdgbecgafaiigcbdcicce,4,30
544,cdabeifdfaiiihhhbieefebhfebdce,4,30
545,eihfdcdcfdaidgeibechcfghgdfdhg,0,30
546,eiacefidchdhdbhgedfhbibhecdbei,3,30
547,fahdccgdcfffgcfcedicefgdffbbbe,3,30
548,ahaicfcfghiigccgccdeefaedfaici,4,30
549,ddaachcaibcbeefeeeddcieeheceff,3,30
550,edggchfghcdehebicfaiccddgchhdf,4,30
551,icbgbdcfcidiaidfhabdhbbbigfhih,0,30
552,decaibfddabbdhdadfgcdgaebfifai,4,30
553,eahceheihigbeibbfaidiihbbicigb,0,30
554,bhhbdcdfdhfhefaibfeecieeefhcfi,4,30
555,dibcaidgahbicbhchfhbebechgbfee,0,30
557,cbebfdghafaieebaaidibgbffehbhb,0,30
558,edghgeegfgiegfgcdichgbihdhchcf,2,30
559,achedcieabcddhhcheidhihhfcefhe,1,30
560,gifaafhcihcdaibfedfaiffbcdifbh,4,30
561,iigfdagecghdabidhbbgcdgcbcgdee,2,30
562,gbcefhcefchibfbcehdbhcfgfhibef,3,30
563,adabgcehibaachdbhbceecdbcdeefc,2,30
564,aiiaidedfbbbhccgfffifgbgdhiigc,0,30
565,ffbhfeihecidebcdcbhfigieidicgg,1,30
566,hhgdidecebaebehidfgdibcdaahbee,1,30
567,dfedgifcdhbdigcfaicfefdiddebed,4,30
568,aidfchghhcaifhieeeddccieihcefb,3,30
569,effcdcgiecbcdgcecigbfeebdccbhb,2,30
570,dagfabbgfbbfigchdaciecdbchgceb,2,30
571,afahcebeeabcefdibdiefcehehcedb,3,30
572,iaffecbaeeiaaidhghbdebehedbbhh,0,30
573,ifebahgffbbieiacefiidfbcfbhfch,3,30
574,adeibhgeficbccfaiacdcigffgfaig,4,30
575,dadhcdccidiceedfdgbdhdicgiigff,2,30
576,hacieeccdhcidbcfcehddcbehifhdd,2,30
577,fffiabaahehgfeaiddfcbhbcdgdfeh,0,30
578,iaahgegfgaidbigbghgbdgegbbehde,0,30
579,cgeaabbcdibhbcddeccdbfgdcgebfi,1,30
580,ehfddiiddcdfhbeigfaihdcihheiih,4,30
581,fdffgdigfeceibfgehbcefiigeggif,3,30
582,bhiibahihhieeccdabihcefaiffccd,4,30
583,hbacdbacbibbcggcfbcbihcbcdifhe,1,30
585,ffhbeecbcefbfeecccbfgifecfgihi,3,30
586,cebbcdcihddggbihfffiiccdibfhfc,1,30
587,aehecidfefbcefcihhdceedihchcch,3,30
588,iccdhffadbfaigbgecbbbdbeieebie,4,30
589,gagcdbiedecfcefcccbccihdcebibi,3,30
590,dediahghccdcccbieccchdfigheebb,2,30
591,acbaifbgfdcebccifgcdgiccadfaie,4,30
592,ffdiaaidhiebefbcchdeghfeihcidf,0,30
593,hgebffaigfhcgfbdhhdccddhcdhcig,2,30
594,idcgciahbgdeiehfcefhihebgdgcgi,3,30
595,caidafcbcbegbgfehdgddchdhdcech,0,30
596,bcdchhbgieffdcccebcegheiecddfb,1,30
597,bcdaghdfeceehbfffhffifdefddiid,1,30
598,gdiihdgbbdgfbaehidaiddagbcbbce,0,30
600,aidaadbgbhbifgciiegfbihcfgfffc,0,30
601,eghcefebcddibchgbifgchcfgcfedi,3,30
602,bidagaifbgfdeiaibcdgbeaidbfcbf,0,30
603,iecafhdfhgcdgfgghffaidieiidebf,4,30
604,ddhiccieeadgcaigaeeaaaidfefbbc,0,30
605,gbicdghifiabcdabhbghedhdbddgce,1,30
606,cfbedgfagfgdcacegcieechcdccgce,2,30
607,idcefdgfbihfebffgaibfaidhgfbdg,0,30
608,dheehfefifccehhabcgbbffedfcefg,3,30
609,cddcdcbbighgffgefhbhhgieddiecg,2,30
610,bcbdgafieibaeiecefgefegdehifhf,3,30
611,edgcefccbgfehbigbfeeibgdfgfcee,3,30
612,ibhddhacgbcdicfbeeifbeegiieiii,2,30
613,abbhdabfbghihebieaihhgieagcefi,3,30
614,aedehbcbedaiabihbaaidffdbggedh,0,30
615,ciciaahidhhgdgbcdghhighicheifb,1,30
616,bfgadghfehehecehbcdhehbdbeddec,1,30
617,ifcdebficafiegfcefddebhhccgccc,3,30
618,gcbcddebiibgdcdcfiacgfaihehecc,4,30
619,agfcfbhcfbbedhbcgecccefggfcgbg,3,30
620,ehifeiccbaidbagbdddicgdhfehdbb,0,30
621,gdgidacgbeaadfaghcebdcefgccbgd,3,30
622,bggddafgidbheecdfadcacfaibbedc,4,30
623,hhebcddihdghdgcffccgddgdfgiiid,1,30
624,dddiidagccdghbdfbgdbcdeehigibe,1,30
625,bdifihiicehehhfggeaidehabhhfgi,0,30
626,egdgbfabcdbihhcgbffdhfcfffgbgg,1,30
628,giiffffagdcbdihbehfcefdfgdhbfg,3,30
629,cbdacaiifeahdgcdgegaiffaiefdhb,4,30
630,daidachbbbieeiddgcffgehfdibdcc,0,30
631,ggegifigbacibcfiacbcdiccbchffi,2,30
632,edichdfchgeiicdbbchahfaihbgccf,4,30
633,hacbadfeddcfbigehbccebhcefigih,3,30
634,hcbhbacdicdbhbebdddbfcbgfbdied,2,30
635,cehbbfaaibbadbhfcdfaddacfaiggh,4,30
636,hihagcdechfiigeihcgiebehcfdcgb,2,30
637,geecaddddchebehffccfcdicddhfdf,2,30
639,gddffbhfaidcahbifdfgficfggdhef,0,30
640,ieiiiidbcdgahgdhhghfdhiigbechh,1,30
641,hihegbhggfhhcecdhebbfgfaigdidi,4,30
642,ifgahafecbhcdhceiegfhggcgiebbi,2,30
643,caebbdfbcdcahghdehhbghbdggbcih,1,30
644,ebdcbafffcafebfachdbgbcdahhedb,1,30
645,hffgccafcdcceedfgfbfcfcddigbec,2,30
646,gbfghfacafcgffihdfedaaaaeiccef,3,30
648,faehaddhbaidifgbhiebhhfdbidebb,0,30
649,abfdebcdghhcheecidibbfchdebdhc,1,30
650,aideefbgcbbbbfihgcgbifeeddfheh,0,30
651,ebhddahbeiccefebdgcgfcfdgghhfd,3,30
652,hddibcdbceidgfcdibbigeeicbhfcd,2,30
653,bgcgcedfcefbhhcbfhfgicdidihbhd,3,30
654,caaidgiibebebiihfghgiegfidhhgg,0,30
655,bebcdhehbbfchbihebifcefgiihhfg,1,30
656,hddaaidhiibdegfhifdiegfcididhi,0,30
657,dcdcdehdefaigfecdeigghbicbegbg,4,30
658,bbagbcddahigfighffbcechgbhddhi,1,30
659,iabiifcdidfhedfaiegggdeedgbdgf,4,30
660,ehdgdbihabdbegaecfceffiidgghid,3,30
661,bcddcfggdibfedbfdbhghgieiebeeh,2,30
662,ebbcdcahhbfhcihgefgbdegfhbdecb,1,30
663,ihahichdbcdgbhegidicihgbhddegh,1,30
664,hhhgdbhecicffffedhfhfcifbcdbah,1,30
665,fgecdeaafebfaicbiieeehheedeeei,4,30
666,iddhdbigdaicagbcbahfebhbcdabhd,1,30
667,igdfabecfbfbhfdafcdhfgacffaifh,4,30
668,ebfbieabcdcifiegacbcdgahccigdi,1,30
669,iaadcfiecaiddeabfdhedgcchhigfh,0,30
670,aigdgdedfeeghcefdibeibfhbhdgic,3,30
671,dddaidfhbbgccggcedcbecdcgegddb,0,30
672,cbefeiffffcddchffegddfddgbdgig,2,30
673,facbgcigbagdcafecfaiaiaccdfchi,2,30
674,ihbibcghdgaiddaabdifhcbchiedgd,0,30
675,cbccgccdhddhfgfaiefdfdgdgicbbc,4,30
676,hgibgbggdaidheibbffeeihihccidi,0,30
677,chcebbdhcfgggbhbafifbcdedhgfbi,1,30
678,deeebcdicdhfheddciffbeechgggie,2,30
679,fbghchfhdgbhabhibcdfghcedfgdgi,1,30
680,gdabcifaeecdgdacfgfaichhcfifdg,4,30
681,fibehdbefdbfhchggaecacefhfhhdh,3,30
682,hieegfcefbgccdbbefedcebddcigih,3,30
683,gcghfifbhbhhcdcigfcdgfbbgdfaic,4,30
684,eabgffdihdigdidhgcdcfihcefaibf,4,30
685,ffdbcdcfhgiiccfdchgbbfgigegebe,1,30
686,bfhabdfgigagiahhafaaaecdgccfgc,2,30
689,cdidihdefaieihdbdgchhhfgebhfeg,4,30
690,igcffaiddidbehbcihibfeggcebggb,0,30
691,ccdbhgggdfaiigiiiegicegbdiggdg,4,30
692,igdcdgcfgdbhggdhficdhhicdgifdb,2,30
693,bghabhehdfhhfhbggdicddcieehgei,2,30
694,dehichiiehgceegidfgcdahceibfai,4,30
695,haggdcgfdcbbhiaieifggfdaidegab,0,30
696,cbbdgfhchegfgahbgfecdhccifehhd,2,30
697,hbheccaebcddihgbdifbedcddgcbcd,1,30
698,bcdecfhfigchebieigegedeeecdhhh,2,30
699,hcaidiebbfhgeihhffigfcedigdecg,0,30
700,ghgcgbhddiibfbeebabbbcdghhfeci,1,30
701,hchfcdccdebfgiiicghiigchhicehg,2,30
702,hgdfdfgdbcdehhhdcecdfgffgfhgbh,1,30
703,hdgggdhgfdbeebhbcacaffcdhchbed,2,30
704,difecfbgghdfaideaibfihcfbcfede,0,30
705,ihchgfggcaiaehgcefbghegbffecbc,3,30
707,beifbfiibddaahcddafaibcdiehebh,1,30
708,hcddcdidefbibiicfeibhbccigeihf,2,30
709,fhfhgeeaidabcbbihhcffiefbdcgbg,0,30
710,achecbgaiddedbeeicgbbdbcgbheid,0,30
711,ehcdaiebegfaibfcidcegeghiecdde,4,30
712,fgaghefaidcfgbdgfgddfiiciihehg,0,30
713,aibbbiicfeddcdfacfdifaihgbgbbd,4,30
714,hciahbhaebcddaheddbhdcebhbfgei,1,30
715,ebgabadaidiffbdfdchiehdicghecb,0,30
716,adcbgeecdccegbfgeichigafcdhcbh,2,30
717,fhfifiaggbcddihcdcfdbeggcdhghh,1,30
718,eeifhabbcfdbaidhhgbfifigeedffe,0,30
719,ceffabgichfbibhefhfifgedcceffi,3,30
720,dhebcdaihiifbffhbcdehfbeecbgfd,1,30
721,hhgbfgcdaegddaaidgcabffchbdghh,0,30
722,edfhgfffeehifgegbaidhfhbffhehh,0,30
723,cbcaffihfdegaiddhbbhccdebhgbgf,0,30
724,eaggdhbgbeecgegbbcdbbhgihdggcg,1,30
725,edafcadaebdeiaceaaidbiibeccfdb,0,30
726,giacdbdhfgbfaicfbfieheddibdfhi,4,30
727,giicbfgfhgaabafcefadcdiccgfchg,2,30
728,bbabbhabfihahacdfbcdhafaigchhc,4,30
729,dbgfcifdaigiefdcidhddebaiddhdb,0,30
730,ghhcdbcegbgiedicgbehhdcegigghe,2,30
731,cadedhfgcadaebdgihdiebbcefcbie,3,30
732,hicdeccibefhebihgffhggcihecccb,2,30
733,bgeffbihieihcefidbhbdgedbcdgdc,3,30
734,iggadibfafcddabcadfaicghddcbeg,4,30
735,hdiifgbafebcdcbheihhcbecidfgce,1,30
736,fieaigdihdegehicefcfhbggegchfd,3,30
737,babhfiaidfeabbbddifgeebeiighge,0,30
738,ibfcfhifceidcefdhdehigdfcfgfhi,3,30
739,biabcibaccagiiggcdcddebbcffaih,4,30
740,igeeccihbiifcdecbebhchbgihfbed,2,30
742,abiffgcefdfhbbfegbacabdaidebib,0,30
743,ebabcdghheghcdbfhggdibbfehibee,1,30
744,cbhghcdccdbdebiceecbecdfgchfdh,2,30
745,bciifahedaidfdabfcchbhcbcghhbf,0,30
746,fgcadbbcdcihdiiiechhgcdgigfich,1,30
747,fifebdieffiaegidccdgegeehfaiec,4,30
748,hbedhbdhdeeaicbcahcchefhebacef,3,30
749,eeahicddcehigicigchcffhghbeici,2,30
750,dfaebgbfcciegabgcabcdcfhdfgdic,1,30
751,fbbeeeaidhdfbbbdfheddggfbccfgc,0,30
752,gdaebfiafdbacedccefidgbbibeebd,3,30
753,agacdgdchgahdehaabacfhidecdbcb,2,30
754,iihgigieafadbdhibbaeeceficefci,3,30
755,eeiebaagdhcabgheaibeefecefbcfc,3,30
756,eiieeeiehbcifihehggcdhigiiifai,4,30
757,dacdaeeidcaaafbgcdhbahegfaiegh,4,30
758,hfabaghdiegbaifdaebcdcdheheiff,1,30
759,dhecfiiiahhbcdhghfibgeibdiifgf,1,30
760,hgihfhbeghfahciaiddadbhicbbbgg,0,30
761,efggddheihaaicdgibaidchfbibbbc,0,30
762,eddicaehgfbccbidcdgehcgefaiddd,4,30
763,cdchabgefaigggheedddccfedecfbc,4,30
764,heagadgdgededceaecefhggcceeeii,3,30
765,cidaifbdbicdhefghafaibihcibfid,4,30
766,iehhcefgdghhghffcbihgdbfgdiifi,3,30
767,adbdcbiiddeabcefffbdfbfdcebide,3,30
768,bchddeegdgafggfaiaideegbdecbcc,0,30
769,gcegddbhfaadiigcdfcgcddchgfcgh,2,30
770,ehbcefcbfciihihcdfiidcddgeceei,3,30
771,ghccifccdbdeaihfaigfhcfbcigedh,4,30
772,abcdhcidiffbdfdceggdidiidhdeeh,2,30
773,chbiaidcagbggdbeihgbccdfefbbgh,0,30
774,biceeadbihhcaaicbgaidabgbfidii,0,30
775,cbiebecbbeheabadaidifibgbgdcgc,0,30
776,iigdbeahdaifaigdifggacbibcdgdh,1,30
777,dggehehaeiacdecciiibdigedfgbhb,2,30
778,deddhiddcdgbgbagfaihccecidcihi,4,30
780,giiafgbicdbggecgfaifegihdchcfe,4,30
781,hbgiefdeiaidhdibhbhifegdfbdbge,0,30
782,ahhbidceccigcbaidfgcbhggbibbed,0,30
783,dceebcefdghhhgbhbeccffgbhgdcgf,3,30
784,hcgiieicbccgaiaghcgggaibegfcef,3,30
785,igigbcddbhfhihiefghcgfigffieeg,1,30
786,diaecegifeichhdhhcdiehceifaifh,4,30
787,cbcdehhcfgegiibeceffegbhhgggdh,1,30
788,ccheedbfhhhfahchefeggcefcfeefi,3,30
789,ihgeeagcafhecdhfghbbfaiecgggbc,4,30
790,cgfiifeecgbfefcdiefeehfaiefdch,4,30
791,dgcdhdddfhfaicbbbhifedgiddceeb,4,30
792,ifhdghdehacdheabiefaidehhgcedc,4,30
793,ihcfbbccieefcdcdfdfadcfaihdbdi,4,30
794,cieigicedicciaieiaicdecgcdfefg,2,30
795,bicagcbefbfgdbbcdeeebhaefbcefe,3,30
796,ceheeafcdbeiaicfaidhchhgiheghd,4,30
797,bbbifcdcdgfedigddaidahgbeeegif,0,30
798,bifaaecacafhefcddhefbefaifhiig,4,30
799,gafhfaaidcdbbbhgbccdhbheccbedd,0,30
800,cchhhfccadgcdcebbiffaiccbdbbig,4,30
801,cdfdfegbfaihdhedhbbbhcfedcbgbd,4,30
802,iabcdfghehfcicibdhieciififgbii,1,30
803,iiabiiggiaaiccgadaidihibbcgihh,0,30
804,ibgegccefdecefgfifiiecchffcche,3,30
805,igghdbabbbeggggcfacchefcdccdfi,2,30
807,aidgeahdcfaadacegheacgbecgcefi,3,30
808,gegiicdbiciehfaiiggfhghciigeeb,4,30
809,hbcghiciafhaiddgibfeddbcbciddc,0,30
810,fieidcefdfdgihidihbdgifbfghbdd,3,30
811,aigihegbcdadbdcdbcbffeigbcgcfg,2,30
812,dhdefgigbiiedcgdchchhiebdcefbc,3,30
813,ihbhfcdcbhfbefaibhgegighfhbbih,4,30
814,abcadfcddcgbbecihedigeebfifhdg,2,30
815,dfiebghegdcefibbdhbefdbedefhcf,3,30
816,egchabechhaaiibeheiccefegedicb,3,30
817,hfiaigbahicdebcfggfaiebhgeicfd,4,30
818,bccddibhiadcgcaideidbeidhibged,0,30
819,dfcbgbdbbcdgicabbaidaebbigbeii,0,30
820,egdegihccehfcafccbdcdhhcgcffai,4,30
821,hdedegaafdfeafgdeaideaabdiccbd,0,30
822,cbbdbdhcfdcdacgefheffbdgeecdch,2,30
823,bdaghggigiehaicbffifaidihfbdcd,0,30
824,hcfhdadaahcdebghdhfaidgchciceb,4,30
825,igbigbcbeificdegahhbfaicbgdbfb,4,30
826,hcdcfhiiafaidiibecfddhfhfhhedc,4,30
827,ggidiebhgcicaidaddbccdbdcehicb,0,30
828,gbaiceiegehcaagchbfgbcdgehhiic,1,30
829,dcddaigciicbcfehiahbcdafhiffbi,1,30
830,ccccaiheeaceffeeibbedihfieihec,3,30
831,abaidfacbhchibehihcibhidbiihdc,0,30
832,dhfdacdbhdbfdfaifgicccibgbchib,4,30
833,cfgidhifehccefbehhggibgegeficc,3,30
834,aheibcdeehccchdigddibeicdibfii,1,30
835,fhcadfbgheabedichcggbcdcdhfbhg,1,30
836,iegccdiccbfccchccdifhibhfgdfch,2,30
837,gbccddgehhbbhfafdfhieigcefiedd,3,30
838,bgdffgebiecdbceccgcicfefgigghd,2,30
839,gfgcgbfadhiehdeiefdcefdbhbfehb,3,30
840,dhbfcfdgadaaddgagdaecdcccibggg,2,30
841,bhdhchbeggfdhedhefedaididbbhed,0,30
842,dbehdfdihgcihehigbfeecdibcdeih,1,30
843,bdbfceagbcdidhcgdehbhbdcciigbc,1,30
844,gdcgaieddicbaigcdecefbgdhbedcf,2,30
845,becehbcddbhbgdifhhgbhehibedfgh,1,30
846,cdicfdfbeicbebeicdcggdggdddgcf,2,30
847,gabiidciafccdbhedcifaidgiiiedg,4,30
848,ghhhaidecabhdegcbchihggdiidgdi,0,30
849,babcfgfdccafhechfficdadhehdfai,4,30
850,beeecefediecceecefihhfebiffdgh,3,30
851,bgfeggehfbfccehidgffehcdfcidbi,2,30
852,eeehgaagigacabeefdddcbeifceffb,3,30
853,bfghfhadcdhidccifaifdfhegbcffd,4,30
854,hficfbbadchbcdgcibdebbbgbgddge,2,30
855,eebfcgcefciffhiigcbcdddhhfibbg,1,30
856,eegcaediddeigcefefhhdghcfcdgde,3,30
857,hihifgchbaagaebbcddicaidhcebeb,0,30
858,bbicibffhfbcdgfhidfdecciidcfhi,1,30
859,gaichcdibcdiehiihiceicdcfcheih,1,30
860,aidibcbdfdbgfedegcebchhdiiebdh,0,30
861,hehiadfibafacicdgabgiifaihccgb,4,30
862,dbigffchhhgdgchcgaidchabifcfdg,0,30
863,fedhdfhaidddibcgfddbefgibfgegd,0,30
864,ediefihaheiihghaidccebfdgdibei,0,30
865,ieechbffhbcdcciichgbcgfidicgbd,2,30
866,dfcghbachfegghbfdibibaidbdibce,0,30
867,adicffgadiacidhecdgchdihifdchh,2,30
868,ieibadbfhbggibdcgicdhaiafhfaib,4,30
869,cfcfifabfeabgehgeiccefbgdifcce,3,30
870,dbibcaieebafiecacefchbefdedegd,3,30
871,geebcgiccdfchfgfifcefeieddgehg,2,30
872,eegcefdghidbgcbefgbbifhbeicici,3,30
873,gcdgceeegdcdigcbefcihhbccggbef,2,30
874,dhfiehiceffbihbfeiibggcdifcbde,3,30
875,chigcecgcefggigdcfefgbccighhhf,3,30
876,cafgcegciicdefhicefaihiibcheeg,4,30
877,gfihagidehcdfcegdfgbcfbgcbebde,2,30
878,diaifbefhfcegihebcdbihiefbcede,1,30
879,gcdeheaiddfcbdeificfgidbffihid,0,30
880,achddbbdhhcegfdcegacefhdgcghgd,3,30
881,cfifcgbicdgcbeecihibfehhcheegg,2,30
882,iahaiebbegahacbbbaidfhhbcdiigg,0,30
883,defgebaaefaaecddchbcbcbgbgiffi,2,30
884,ffahdbidicdgaggiafaibfgbghceff,4,30
885,fficaaddhiebdaidfbdbedghicgefe,0,30
886,adfhhieccdccebfcccbbhihgfcccig,2,30
887,fcchgcdaaiabdbcdihhdgffihficeg,1,30
888,deihiddaecfcciccdgaaagffaifbhf,4,30
889,dbaagcgbhaidiibbcdhfehbchgbcch,0,30
890,dchcbidhehdcccdfgdfddfaifgehif,4,30
891,bcdgigagffaifbcifciegfbidcbfbi,4,30
892,ibhadccgacafecciddbcdgegfhdfai,4,30
893,hcdgbcddghbeebfcdgdhhgcfgddegh,1,30
895,fichhfcifdbfaidcaabieggdigeihf,0,30
896,fciaefdceffhgbfgbdggececbfgege,3,30
897,dccibcegbicagachaidddabdggfehc,0,30
898,bcdcbhbfdgeecicfdeegehfhceidfb,1,30
899,fdfbcdafhiigfdcdigcghghehffcci,1,30
900,ggffidfifdgahccaidfbgbccibbeii,0,30
901,dafgbcdfghcdheffigccfbdhebeehd,1,30
902,fiiigeiciagbaefhdgfdaidcdhbcdb,0,30
903,ebahdbchcdggbgbefaihbeecgeiidi,4,30
904,eiahgfdhhaebhibcdahhigebiddhdb,1,30
905,gdaccecfeacdacgfbcgigcbfiedcei,2,30
906,ebiceficgbcidgcfhbcihcfbffcfgi,3,30
907,baidhgbbdeebhbhcicciififfcebdh,0,30
908,ghehaagddeaehbaidgagbffgeecfif,0,30
909,hdabbedfhfdfccdgciehhhhfcbgidh,2,30
910,beddcbgdchgccbgaeehegaidcidbhe,0,30
911,debefhehgcdgiibiffaieheghgeehb,4,30
912,afdceefdbcdidhfeddfhhfgidfhidi,1,30
913,iefibicfhhigafcdahbaidihgbgegf,0,30
915,eegcefgbbedhddhibigchhgcgdicgi,3,30
916,eifggcchiggbfhdcdbcgfiddbgibhi,2,30
917,dcddiaiigahaigfcdafbgiifaidiff,4,30
918,ifbgfcdadbcdgehdgbdefigfghcbhb,1,30
919,egeeaibeheffibhcdfbhdghfaiiecf,4,30
920,ifaeaaaaffdaidbiebhigffdhhebff,0,30
921,abehfigecdhdeehafaibdfgeccbefd,4,30
923,igfcbfebdfffhehibedfceffeceebf,3,30
924,aaihiedieaaeegiehcbcdcbhggchhd,1,30
925,bedifaabdhbcieghedicefgihggegg,3,30
926,ceedhbhgehdihaegdhciiegaceffff,3,30
927,ieffiefiaceadgifciaifiiicdgcbd,2,30
929,iedfccdigcfcdfaieddhchfefbhhbf,4,30
930,idfaeieiegcceffeicdeficeihdhge,3,30
931,hddcfcdbgediifaiihfcifccidcicd,4,30
932,bgaidhbfbedfegdbeccicbbccfcige,0,30
933,gfceaiddgcbifeeccfdcbfcedigedb,0,30
934,aidifdbagabaidibhbbcgbhcddbgbe,0,30
935,hicdehdcebfaicfgdeifecebccfiec,4,30
936,afbcdgadifbfaiicdbfeidhiehcfef,4,30
937,edcgagbieiiddfdbaidhdgbbcfgcch,0,30
938,bbgefbhecabeeeiabfcdfiaiedfaie,4,30
939,hghffghffgbahbihbgbabhfhbcdhhh,1,30
940,fffdgidafhhbccgdcfecicefifefic,3,30
941,hcdcedbhefaicificefgbfdechegdf,4,30
942,aacdaiegacdegccddgbbchfaigibih,4,30
943,hdbehcdfdcadfhbaidhfhbgbggdcdb,0,30
944,cifdgchdfigdcfgbcfedicefhecheh,3,30
945,haffcdhchgbhhcihbchhgigdbfecbf,2,30
946,ieegfchacaccafadcddaadfefaibbd,4,30
947,dfehecfddehfdfcaidecbbbbhidihb,0,30
948,aabffecadcgaiddfibidedhfdbiihe,0,30
949,fagebaffiecfeedeeffcheabcdccbi,2,30
950,ebaaegedaidcacbceghicghghbiigc,0,30
951,hfbfddihhdgadbbbddadaidaiibhic,0,30
952,bdhihacgbbbcdffhedihcgffdibhfd,1,30
953,fefcfchifgceafchgibcdbahccgbib,1,30
954,gdfbcdeihggbhiehiibidhhfcggdif,1,30
955,cacieehhchcdfdcaeafaifedhebbii,4,30
956,cffhhcdfcfcfefcicdbebfhfedeehi,2,30
957,hfgagcbbfdiggieicdhciebicehgfh,2,30
958,ahiaeifcahcbdafaccdabaidbhdbhg,0,30
959,dbbdbbafdcdfcfbgebedegfhcfddbd,2,30
960,aedihgegcgcffdcffgbcddahggffef,1,30
961,bhcbcddahdefecbbefccfbibfcdegf,1,30
962,fdhedbcefeeidcgihbbfdhdighdche,3,30
963,aifbfbabgbhcdfbfhfffaifcdcffbc,4,30
964,ffhgacfdbcdafhebgcehbchigceeci,1,30
965,ddcciiiadcadfcfdfbaiabdbcdfcch,2,30
966,gcgaidecgbfgbhdhbbdbfhgdcigiie,0,30
967,hecfbhhfheadcddgeaabcdhdhbhdbg,1,30
968,gehbahebbiecafhgbeaeeecefbihge,3,30
969,ehiehadicbaiaiddiebgiehciffgch,0,30
970,hifehcihcdicecchfbibfebiefiici,2,30
971,gefeebhihaefbfbcabcdehhcgdeied,1,30
972,bcdgbhiffgfcdbedbhieheibbebfch,1,30
973,bcdgiaaacfaibgheegedhchieifehi,4,30
974,deiheeggccghhcdcebcfefaihdidcc,4,30
975,gdbhheffgadcahechbcdifhegfgdhi,1,30
976,edghcdcccechhchgcbidbbbcihbhch,2,30
977,ieeahbfcaidedcbdbcfcfecfdfifhb,0,30
978,icaiddchbggbhcicfbhbffgbefiebf,0,30
979,abcdeghdbffeiibgchhhcbcichggcd,1,30
980,dhfbbacfgdhceihhgdhaidheebghib,0,30
981,hfgbibcdafhgghdgbhhcgcbffhdcfg,1,30
982,gcefgeefaehfcefbeifhdchcfdhihf,3,30
983,fehaaidciibdidicfhbhibgdcdhfii,0,30
984,gbchchbgfcdhcdgghdcffggdcgbgef,2,30
985,fbcefhefcdffacdffaihibebcfdcbh,4,30
986,ebciedafadgghegbceficbghdchhbc,3,30
987,fgccddceefgdfcehhffhdihheehbfi,2,30
988,hicidgbcefcdgeabfhfaiecbhciiid,4,30
989,eddhheedbcdhbhbggggfedgfighhgd,1,30
